,State,County,TotalPop,UnderEighteen,SixtyFivePlus,PedAshtma,AAshthma,COPD,HeartDisease,EverSmoker,NonWhite,Poverty,LC
2602,TX,Franklin County,"10,766","2,526","2,352",199,626,644,964,"3,159","2,317","1,615",5
2603,TX,Freestone County,"19,808","4,523","3,938",357,"1,156","1,133","1,689","5,767","6,610","2,493",9
2604,TX,Frio County,"19,816","4,574","2,435",361,"1,125",871,"1,266","5,310","16,917","4,511",10
2605,TX,Gaines County,"20,901","7,502","1,853",593,998,771,"1,117","4,729","9,478","3,198",10
2606,TX,Galveston County,"337,890","81,893","48,605","6,480","19,293","16,918","24,872","93,964","145,198","40,109",167
2607,TX,Garza County,"6,578","1,115",729,88,406,307,444,"1,914","3,976","1,096",3
2608,TX,Gillespie County,"26,804","5,349","7,967",423,"1,634","1,883","2,854","8,469","6,887","2,527",13
2609,TX,Glasscock County,"1,388",363,211,28,77,68,101,376,566,134,0
2610,TX,Goliad County,"7,584","1,621","1,738",128,453,473,709,"2,298","3,217","1,077",3
2611,TX,Gonzales County,"20,826","5,621","3,483",444,"1,147","1,070","1,587","5,658","12,274","3,465",10
2612,TX,Gray County,"21,895","5,630","3,551",445,"1,223","1,113","1,645","5,995","8,065","3,352",10
2613,TX,Grayson County,"133,991","31,842","23,617","2,519","7,719","7,263","10,771","38,158","33,531","16,116",66
2614,TX,Gregg County,"123,707","31,951","19,016","2,528","6,889","6,126","9,034","33,582","53,082","18,108",61
2615,TX,Grimes County,"28,360","6,371","4,929",504,"1,663","1,553","2,301","8,214","11,826","4,444",14
2616,TX,Guadalupe County,"163,694","41,018","22,611","3,245","9,215","7,923","11,628","44,654","82,150","13,716",81
2617,TX,Hale County,"33,830","9,160","4,545",724,"1,843","1,556","2,282","8,883","22,504","5,715",16
2618,TX,Hall County,"3,028",694,701,54,177,185,278,896,"1,342",718,1
2619,TX,Hamilton County,"8,484","1,873","2,112",148,502,539,811,"2,557","1,349","1,221",4
2620,TX,Hansford County,"5,463","1,594",807,126,291,261,385,"1,423","2,752",626,2
2621,TX,Hardeman County,"3,922",837,882,66,234,239,359,"1,179","1,249",680,1
2622,TX,Hardin County,"57,207","14,055","9,528","1,112","3,260","3,020","4,469","16,065","7,850","7,035",28
2623,TX,Harris County,"4,698,619","1,251,684","494,264","99,047","257,085","201,143","291,795","1,220,954","3,331,840","767,367","2,327"
2624,TX,Harrison County,"66,726","16,865","11,277","1,334","3,764","3,506","5,193","18,563","24,559","9,584",32
2625,TX,Hartley County,"5,619","1,184",854,93,333,291,428,"1,621","2,004",429,2
2626,TX,Haskell County,"5,813","1,083","1,277",85,355,348,520,"1,770","2,136","1,220",2
2627,TX,Hays County,"222,631","51,181","24,464","4,050","12,701","9,660","13,988","59,841","104,185","28,293",110
2628,TX,Hemphill County,"3,825","1,176",553,93,199,178,263,973,"1,431",366,1
2629,TX,Henderson County,"82,299","17,724","18,082","1,402","4,904","5,006","7,489","24,702","18,353","15,718",40
2630,TX,Hidalgo County,"865,939","281,965","96,025","22,312","43,403","34,745","50,646","206,610","813,576","256,985",428
2631,TX,Hill County,"36,354","8,495","7,542",672,"2,110","2,111","3,153","10,571","10,979","4,460",18
2632,TX,Hockley County,"22,980","5,915","3,372",468,"1,276","1,105","1,625","6,182","12,377","4,300",11
2633,TX,Hood County,"60,537","12,905","14,870","1,021","3,624","3,873","5,824","18,449","9,997","6,108",29
2634,TX,Hopkins County,"36,810","9,068","6,720",717,"2,097","2,007","2,982","10,404","9,990","5,320",18
2635,TX,Houston County,"23,169","4,600","5,099",364,"1,407","1,418","2,119","7,063","8,960","5,323",11
2636,TX,Howard County,"36,459","7,817","4,693",618,"2,150","1,787","2,610","10,356","18,924","6,263",18
2637,TX,Hudspeth County,"4,795","1,016",737,80,279,230,338,"1,332","3,999",838,2
2638,TX,Hunt County,"96,493","23,183","15,282","1,834","5,529","5,000","7,381","27,097","28,005","12,715",47
2639,TX,Hutchinson County,"21,198","5,443","3,507",430,"1,187","1,092","1,616","5,833","6,458","2,708",10
2640,TX,Irion County,"1,522",335,327,26,90,91,137,454,451,123,0
2641,TX,Jack County,"8,843","1,924","1,514",152,520,475,702,"2,554","2,051","1,359",4
2642,TX,Jackson County,"14,874","3,784","2,685",299,836,794,"1,180","4,138","6,300","1,885",7
2643,TX,Jasper County,"35,872","8,611","7,021",681,"2,066","2,036","3,035","10,325","9,031","6,682",17
2644,TX,Jeff Davis County,"2,252",174,785,13,159,190,288,838,838,284,1
2645,TX,Jefferson County,"255,001","61,181","36,809","4,841","14,538","12,545","18,429","70,442","153,437","44,682",127
2646,TX,Jim Hogg County,"5,248","1,613",923,127,272,258,385,"1,345","4,961","1,318",2
2647,TX,Jim Wells County,"40,822","11,348","6,266",897,"2,211","1,976","2,917","10,784","33,538","8,552",20
2648,TX,Johnson County,"171,361","44,541","24,219","3,524","9,547","8,358","12,288","46,465","49,428","17,965",84
2649,TX,Jones County,"19,817","3,412","3,091",269,"1,226","1,044","1,532","5,920","8,257","3,232",10
2650,TX,Karnes County,"15,650","3,347","2,205",264,914,751,"1,098","4,373","10,148","2,751",8
2651,TX,Kaufman County,"128,622","35,656","15,367","2,821","6,978","5,804","8,480","33,600","48,638","14,539",63
2652,TX,Kendall County,"45,641","10,504","8,703",831,"2,667","2,605","3,876","13,313","12,952","3,361",22
2653,TX,Kenedy County,442,120,69,9,24,22,33,119,350,63,0
2654,TX,Kent County,726,153,197,12,43,49,75,227,172,89,0
2655,TX,Kerr County,"52,405","10,062","14,516",796,"3,216","3,554","5,367","16,481","16,536","7,023",25
2656,TX,Kimble County,"4,362",766,"1,280",60,274,312,473,"1,420","1,192",760,2
2657,TX,King County,277,70,49,5,15,15,22,79,53,38,0
2658,TX,Kinney County,"3,767",710,904,56,229,232,348,"1,150","2,398",724,1
2659,TX,Kleberg County,"31,129","7,540","4,029",596,"1,738","1,362","1,985","8,213","24,948","7,369",15
2660,TX,Knox County,"3,653",965,726,76,203,202,301,"1,016","1,560",723,1
2661,TX,Lamar County,"49,728","11,833","9,547",936,"2,865","2,781","4,140","14,257","12,935","7,066",24
2662,TX,Lamb County,"13,158","3,658","2,216",289,715,667,989,"3,524","8,003","2,587",6
2663,TX,Lampasas County,"21,229","4,692","4,165",371,"1,257","1,239","1,845","6,288","5,925","2,713",10
2664,TX,La Salle County,"7,531","1,478","1,033",116,446,349,508,"2,106","6,673","1,737",3
2665,TX,Lavaca County,"20,110","4,751","4,683",375,"1,166","1,227","1,843","5,910","5,393","2,644",9
2666,TX,Lee County,"17,144","3,750","3,170",296,"1,016",974,"1,447","5,049","6,283","2,049",8
2667,TX,Leon County,"17,270","3,886","4,226",307,"1,018","1,092","1,644","5,188","4,183","2,679",8
2668,TX,Liberty County,"86,323","22,868","11,052","1,809","4,765","4,028","5,898","23,018","33,236","12,252",42
2669,TX,Limestone County,"23,519","5,267","4,581",416,"1,377","1,328","1,977","6,840","9,871","4,860",11
2670,TX,Lipscomb County,"3,355",867,608,68,187,179,266,929,"1,306",397,1
2671,TX,Live Oak County,"12,166","2,420","2,505",191,734,710,"1,058","3,646","5,670","2,067",6
2672,TX,Llano County,"21,646","3,358","7,818",265,"1,403","1,746","2,663","7,423","3,073","2,628",10
2673,TX,Loving County,152,52,15,4,7,5,8,35,33,5,0
2674,TX,Lubbock County,"307,412","73,288","38,200","5,799","17,341","13,670","19,905","82,196","144,425","52,037",152
2675,TX,Lynn County,"5,877","1,574",990,124,324,302,448,"1,599","2,991","1,063",2
2676,TX,McCulloch County,"7,987","1,771","1,778",140,471,481,720,"2,370","2,965","1,449",3
2677,TX,McLennan County,"254,607","62,861","36,615","4,974","14,300","12,113","17,783","68,872","112,971","46,457",125
2678,TX,McMullen County,749,140,180,11,46,48,72,234,354,82,0
2679,TX,Madison County,"14,422","3,052","2,251",241,844,714,"1,049","4,060","6,497","2,122",7
2680,TX,Marion County,"9,928","1,796","2,618",142,622,684,"1,030","3,197","2,917","2,135",4
2681,TX,Martin County,"5,753","1,789",648,141,297,247,361,"1,433","2,923",773,2
2682,TX,Mason County,"4,280",895,"1,220",70,258,293,444,"1,333","1,189",541,2
2683,TX,Matagorda County,"36,552","9,324","6,221",737,"2,055","1,920","2,845","10,140","20,594","6,639",18
2684,TX,Maverick County,"58,485","18,246","6,916","1,443","2,995","2,444","3,571","14,320","56,911","14,859",28
2685,TX,Medina County,"50,921","11,752","8,489",929,"2,957","2,718","4,020","14,549","28,940","5,988",25
2686,TX,Menard County,"2,139",378,679,29,134,159,241,703,837,452,1
2687,TX,Midland County,"172,578","49,266","17,799","3,898","9,158","7,057","10,229","43,294","95,121","17,351",85
2688,TX,Milam County,"25,131","6,186","5,098",489,"1,436","1,436","2,145","7,197","9,587","3,839",12
2689,TX,Mills County,"4,921","1,008","1,406",79,298,340,515,"1,545","1,029",693,2
2690,TX,Mitchell County,"8,145","1,751","1,240",138,476,405,595,"2,296","4,207","1,432",4
2691,TX,Montague County,"19,596","4,454","4,315",352,"1,149","1,181","1,768","5,799","2,848","2,668",9
2692,TX,Montgomery County,"590,925","155,734","77,263","12,323","32,774","28,127","41,231","158,938","206,109","54,400",292
2693,TX,Moore County,"21,485","6,873","2,343",543,"1,090",881,"1,285","5,212","14,731","2,588",10
2694,TX,Morris County,"12,339","2,814","2,703",222,722,737,"1,103","3,635","4,450","2,462",6
2695,TX,Motley County,"1,234",245,374,19,75,87,132,390,275,219,0
2696,TX,Nacogdoches County,"65,711","15,243","9,685","1,206","3,752","3,150","4,623","18,018","26,797","13,110",32
2697,TX,Navarro County,"49,565","13,139","8,429","1,039","2,750","2,582","3,829","13,585","22,112","9,739",24
2698,TX,Newton County,"13,746","2,782","2,821",220,831,821,"1,224","4,159","3,706","2,898",6
2699,TX,Nolan County,"14,751","3,855","2,694",305,821,784,"1,166","4,067","6,636","2,615",7
2700,TX,Nueces County,"362,265","88,977","52,215","7,040","20,475","17,630","25,901","99,120","257,166","57,694",179
2701,TX,Ochiltree County,"9,947","3,151","1,108",249,509,419,612,"2,446","5,780","1,040",4
2702,TX,Oldham County,"2,131",526,319,41,121,109,161,596,484,245,1
2703,TX,Orange County,"83,572","20,764","13,466","1,643","4,738","4,327","6,395","23,269","16,403","11,101",41
2704,TX,Palo Pinto County,"28,875","6,711","5,639",531,"1,679","1,644","2,449","8,376","7,272","4,529",14
2705,TX,Panola County,"23,148","5,401","4,438",427,"1,342","1,300","1,935","6,676","6,278","3,578",11
2706,TX,Parker County,"138,371","34,364","21,302","2,719","7,875","7,175","10,589","38,720","23,629","11,289",68
2707,TX,Parmer County,"9,864","2,820","1,355",223,529,461,678,"2,571","6,580","1,325",4
2708,TX,Pecos County,"15,673","3,821","2,101",302,885,740,"1,083","4,260","11,750","2,650",7
2709,TX,Polk County,"50,031","10,088","9,422",798,"3,035","2,923","4,341","15,110","14,622","6,834",25
2710,TX,Potter County,"119,648","32,848","14,922","2,599","6,489","5,377","7,861","31,165","67,678","22,262",59
2711,TX,Presidio County,"6,948","1,840","1,607",145,384,401,604,"1,940","6,089","1,557",3
2712,TX,Rains County,"12,159","2,428","2,983",192,742,792,"1,190","3,780","1,818","1,752",6
2713,TX,Randall County,"136,271","32,501","20,536","2,571","7,764","6,728","9,898","37,610","39,839","11,343",67
2714,TX,Reagan County,"3,741","1,091",420,86,198,160,233,947,"2,738",371,1
2715,TX,Real County,"3,478",585,"1,025",46,221,253,384,"1,149","1,094",616,1
2716,TX,Red River County,"12,175","2,429","2,996",192,742,791,"1,190","3,780","3,261","2,185",6
2717,TX,Reeves County,"15,695","3,529","1,879",279,900,697,"1,013","4,254","12,841","2,693",8
2718,TX,Refugio County,"7,032","1,595","1,590",126,412,426,639,"2,081","4,083","1,125",3
2719,TX,Roberts County,903,220,189,17,51,52,77,259,128,70,0
2720,TX,Robertson County,"17,284","4,150","3,336",328,993,967,"1,440","4,946","7,441","2,699",8
2721,TX,Rockwall County,"100,657","27,150","12,594","2,148","5,543","4,732","6,929","26,872","29,939","5,125",49
2722,TX,Runnels County,"10,234","2,329","2,126",184,598,598,893,"2,999","3,985","1,692",5
2723,TX,Rusk County,"54,450","12,111","9,027",958,"3,184","2,876","4,247","15,585","20,126","7,900",27
2724,TX,Sabine County,"10,589","1,983","3,234",156,658,769,"1,166","3,426","1,526","1,845",5
2725,TX,San Augustine County,"8,232","1,628","2,177",128,504,557,840,"2,592","2,537","1,777",4
2726,TX,San Jacinto County,"28,719","6,194","6,280",490,"1,715","1,760","2,634","8,659","7,304","4,981",14
2727,TX,San Patricio County,"66,893","17,900","10,021","1,416","3,678","3,256","4,799","17,913","41,617","11,425",33
2728,TX,San Saba County,"6,054","1,218","1,446",96,364,372,558,"1,828","2,212",896,3
2729,TX,Schleicher County,"2,895",744,567,58,162,158,236,807,"1,618",476,1
2730,TX,Scurry County,"16,866","4,254","2,548",336,945,830,"1,223","4,597","7,987","2,408",8
2731,TX,Shackelford County,"3,253",748,665,59,190,191,285,957,464,432,1
2732,TX,Shelby County,"25,418","6,560","4,451",519,"1,423","1,345","1,996","7,040","9,867","5,173",12
2733,TX,Sherman County,"3,079",869,459,68,167,153,226,823,"1,437",368,1
2734,TX,Smith County,"230,221","56,582","38,010","4,477","13,044","11,827","17,485","63,840","93,682","33,744",113
2735,TX,Somervell County,"9,016","2,016","1,705",159,531,515,767,"2,648","2,025",854,4
2736,TX,Starr County,"64,525","21,214","7,313","1,678","3,222","2,609","3,809","15,378","62,418","21,151",31
2737,TX,Stephens County,"9,433","2,040","1,864",161,556,534,795,"2,760","2,733","1,696",4
2738,TX,Sterling County,"1,311",373,189,29,70,62,92,345,593,161,0
2739,TX,Stonewall County,"1,362",303,361,23,80,90,136,415,350,194,0
2740,TX,Sutton County,"3,758",896,690,70,217,210,313,"1,083","2,417",531,1
2741,TX,Swisher County,"7,462","1,874","1,319",148,419,387,574,"2,056","4,050","1,312",3
2742,TX,Tarrant County,"2,084,931","549,063","235,187","43,448","114,981","92,803","135,088","549,978","1,127,499","248,032","1,030"
2743,TX,Taylor County,"137,640","33,983","19,785","2,689","7,706","6,454","9,470","36,984","50,969","21,301",67
2744,TX,Terrell County,823,163,244,12,50,56,85,257,487,155,0
2745,TX,Terry County,"12,287","3,379","1,860",267,667,592,874,"3,253","7,548","2,529",6
2746,TX,Throckmorton County,"1,515",298,425,23,92,104,158,479,267,217,0
2747,TX,Titus County,"33,033","9,578","4,715",757,"1,762","1,555","2,290","8,579","18,388","6,035",16
2748,TX,Tom Green County,"118,189","28,236","18,267","2,234","6,711","5,803","8,542","32,449","55,845","17,558",58
2749,TX,Travis County,"1,248,743","270,726","123,395","21,422","72,560","53,877","77,666","340,743","638,924","146,724",620
2750,TX,Trinity County,"14,740","2,954","3,921",233,899,993,"1,498","4,617","3,302","2,581",7
2751,TX,Tyler County,"21,696","4,183","4,846",331,"1,320","1,315","1,966","6,597","4,666","3,584",10
2752,TX,Upshur County,"41,260","9,817","7,576",776,"2,384","2,297","3,414","11,859","8,149","6,455",20
2753,TX,Upton County,"3,671","1,083",516,85,194,170,251,945,"2,138",512,1
2754,TX,Uvalde County,"26,846","7,260","4,518",574,"1,466","1,338","1,982","7,173","19,913","5,999",13
2755,TX,Val Verde County,"49,208","14,033","7,001","1,110","2,618","2,232","3,282","12,615","41,979","8,950",24
2756,TX,Van Zandt County,"56,019","12,922","11,321","1,022","3,272","3,263","4,869","16,404","9,320","8,598",27
2757,TX,Victoria County,"92,035","23,330","14,822","1,846","5,155","4,636","6,848","25,180","51,251","13,855",45
2758,TX,Walker County,"72,480","10,927","9,571",864,"4,576","3,611","5,251","21,732","31,629","14,525",36
2759,TX,Waller County,"53,126","12,898","6,282","1,020","2,989","2,356","3,427","14,189","30,251","7,776",26
2760,TX,Ward County,"11,720","3,358","1,636",265,626,542,798,"3,035","7,099","1,611",5
2761,TX,Washington County,"35,108","7,620","7,612",602,"2,078","2,086","3,119","10,411","12,696","4,566",17
2762,TX,Webb County,"275,910","90,830","26,087","7,187","13,760","10,587","15,337","65,070","266,071","69,860",136
2763,TX,Wharton County,"41,619","10,750","7,110",850,"2,326","2,169","3,215","11,467","23,328","6,909",20
2764,TX,Wheeler County,"5,191","1,301","1,004",102,294,289,431,"1,470","1,627",721,2
2765,TX,Wichita County,"132,064","29,664","19,436","2,347","7,642","6,477","9,507","36,821","46,468","21,221",65
2766,TX,Wilbarger County,"12,820","2,849","2,355",225,751,706,"1,048","3,709","5,433","1,905",6
2767,TX,Willacy County,"21,515","5,088","3,015",402,"1,217",997,"1,459","5,812","19,655","6,369",10
2768,TX,Williamson County,"566,719","145,276","68,988","11,495","31,533","25,850","37,725","151,205","234,343","35,829",280
2769,TX,Wilson County,"50,224","12,048","8,033",953,"2,893","2,667","3,941","14,265","21,736","5,400",24
2770,TX,Winkler County,"7,720","2,283",949,180,406,340,497,"1,958","5,029","1,069",3
2771,TX,Wise County,"68,305","16,919","10,190","1,338","3,889","3,504","5,164","19,076","16,170","6,643",33
2772,TX,Wood County,"45,129","8,672","12,142",686,"2,776","3,050","4,600","14,223","8,048","6,625",22
2773,TX,Yoakum County,"8,591","2,797","1,017",221,433,361,528,"2,083","5,967","1,028",4
2774,TX,Young County,"18,045","4,331","3,671",342,"1,038","1,035","1,546","5,201","4,095","2,468",8
2775,TX,Zapata County,"14,190","4,704","1,843",372,707,601,883,"3,407","13,515","4,529",7
2776,TX,Zavala County,"11,983","3,506","1,712",277,631,544,800,"3,051","11,382","3,701",5
2777,UT,Beaver County,"6,580","2,119",948,116,421,209,314,"1,151","1,020",613,1
2778,UT,Box Elder County,"54,950","17,430","7,109",956,"3,529","1,692","2,477","9,590","7,168","3,986",14
2779,UT,Cache County,"127,068","38,511","12,009","2,113","8,180","3,393","4,569","21,648","21,173","15,830",32
2780,UT,Carbon County,"20,269","5,227","3,530",286,"1,423",730,"1,118","3,911","3,437","2,853",5
2781,UT,Daggett County,980,217,251,11,73,43,71,207,74,64,0
2782,UT,Davis County,"351,713","112,970","35,317","6,199","22,328","9,983","13,898","60,010","58,000","19,798",89
2783,UT,Duchesne County,"19,964","6,720","2,408",368,"1,243",587,851,"3,370","3,002","2,335",5
2784,UT,Emery County,"10,014","2,878","1,728",157,677,353,545,"1,867",917,"1,247",2
2785,UT,Garfield County,"5,080","1,183","1,175",64,371,207,335,"1,035",604,551,1
2786,UT,Grand County,"9,764","2,090","1,817",114,729,382,587,"2,015","1,780","1,092",2
2787,UT,Iron County,"52,775","15,317","6,700",840,"3,498","1,606","2,310","9,418","7,456","7,444",13
2788,UT,Juab County,"11,555","3,973","1,397",218,711,334,485,"1,924",937,968,2
2789,UT,Kane County,"7,709","1,809","1,796",99,562,315,510,"1,569",712,779,1
2790,UT,Millard County,"13,006","3,997","2,232",219,854,446,691,"2,353","2,262","1,453",3
2791,UT,Morgan County,"12,045","4,258","1,382",233,734,352,511,"2,000",650,478,3
2792,UT,Piute County,"1,445",331,417,18,106,64,109,301,147,262,0
2793,UT,Rich County,"2,464",716,443,39,165,87,135,457,229,218,0
2794,UT,Salt Lake County,"1,152,633","312,889","125,157","17,170","78,548","35,186","49,058","211,171","338,240","102,660",293
2795,UT,San Juan County,"15,449","4,719","2,187",258,"1,013",501,747,"2,771","8,706","3,419",3
2796,UT,Sanpete County,"30,623","7,819","4,273",429,"2,134",999,"1,454","5,768","4,420","4,116",7
2797,UT,Sevier County,"21,539","6,338","3,465",347,"1,436",728,"1,107","3,938","1,866","2,544",5
2798,UT,Summit County,"41,933","10,253","5,280",562,"3,019","1,496","2,168","8,303","6,613","2,570",10
2799,UT,Tooele County,"69,907","22,807","6,403","1,251","4,409","1,955","2,687","11,848","11,984","4,744",17
2800,UT,Uintah County,"35,438","11,754","3,855",645,"2,219","1,016","1,441","5,985","6,636","4,031",9
2801,UT,Utah County,"622,213","207,710","48,050","11,398","38,229","15,362","20,063","100,766","111,686","57,136",158
2802,UT,Wasatch County,"33,240","10,478","3,822",575,"2,146","1,016","1,460","5,833","5,641","1,750",8
2803,UT,Washington County,"171,700","44,808","36,844","2,459","12,001","6,463","10,322","33,137","27,119","16,435",43
2804,UT,Wayne County,"2,690",657,586,36,194,108,172,541,266,347,0
2805,UT,Weber County,"256,359","72,484","29,897","3,977","17,236","7,912","11,228","46,517","62,335","23,839",65
2806,VT,Addison County,"36,973","6,235","7,357",548,"3,727","1,903","2,412","13,609","2,796","3,042",22
2807,VT,Bennington County,"35,631","6,756","8,162",594,"3,459","1,970","2,515","13,047","2,237","3,905",21
2808,VT,Caledonia County,"30,302","5,844","6,354",514,"2,948","1,593","2,025","10,942","1,602","3,648",18
2809,VT,Chittenden County,"164,572","29,165","24,673","2,565","16,693","7,144","8,949","58,134","19,535","16,039",100
2810,VT,Essex County,"6,250","1,106","1,598",97,610,377,482,"2,362",297,964,3
2811,VT,Franklin County,"49,421","10,949","7,925",963,"4,699","2,296","2,875","16,921","3,171","5,398",30
2812,VT,Grand Isle County,"7,090","1,278","1,475",112,700,390,493,"2,619",539,579,4
2813,VT,Lamoille County,"25,300","5,134","4,393",451,"2,458","1,206","1,519","8,870","1,400","2,696",15
2814,VT,Orange County,"28,999","5,316","6,149",467,"2,852","1,567","1,988","10,634","1,308","2,901",17
2815,VT,Orleans County,"26,907","5,206","6,113",457,"2,601","1,466","1,873","9,783","1,387","3,194",16
2816,VT,Rutland County,"58,672","10,438","12,955",918,"5,798","3,220","4,097","21,695","2,844","5,842",35
2817,VT,Washington County,"58,140","10,926","11,411",961,"5,718","2,972","3,762","20,977","3,424","6,031",35
2818,VT,Windham County,"42,756","7,636","9,757",671,"4,212","2,378","3,032","15,843","3,158","4,965",26
2819,VT,Windsor County,"55,286","9,984","12,885",878,"5,423","3,112","3,973","20,502","3,013","5,227",33
2820,VA,Accomack County,"32,412","6,656","7,638",476,"2,164","1,925","2,650","10,229","12,974","5,552",18
2821,VA,Albemarle County,"108,718","21,528","20,248","1,540","7,401","5,761","7,598","33,294","25,438","8,912",62
2822,VA,Alleghany County,"14,910","2,770","3,682",198,"1,019",922,"1,275","4,849","1,270","2,164",8
2823,VA,Amelia County,"13,013","2,664","2,576",190,879,740,989,"4,057","3,361","1,273",7
2824,VA,Amherst County,"31,666","6,207","6,701",444,"2,154","1,828","2,466","9,985","7,950","3,969",18
2825,VA,Appomattox County,"15,841","3,350","3,280",239,"1,056",886,"1,194","4,878","3,674","2,123",9
2826,VA,Arlington County,"237,521","42,959","25,209","3,074","16,810","10,477","12,482","70,136","92,122","14,842",136
2827,VA,Augusta County,"75,457","14,362","15,877","1,027","5,172","4,366","5,874","23,924","7,110","6,531",43
2828,VA,Bath County,"4,292",650,"1,187",46,304,284,398,"1,467",383,451,2
2829,VA,Bedford County,"78,747","15,623","16,789","1,118","5,345","4,631","6,256","24,939","9,670","8,162",45
2830,VA,Bland County,"6,293",965,"1,447",69,449,385,522,"2,093",399,786,3
2831,VA,Botetourt County,"33,277","6,279","7,569",449,"2,279","2,020","2,754","10,735","2,445","2,441",19
2832,VA,Brunswick County,"16,384","2,674","3,523",191,"1,159",950,"1,275","5,313","9,729","3,187",9
2833,VA,Buchanan County,"21,221","3,662","4,709",262,"1,485","1,279","1,730","6,919","1,058","5,568",12
2834,VA,Buckingham County,"16,999","3,000","3,340",214,"1,189",960,"1,273","5,411","6,599","2,993",9
2835,VA,Campbell County,"54,973","10,628","10,943",760,"3,761","3,085","4,114","17,216","11,250","6,132",31
2836,VA,Caroline County,"30,772","7,079","5,050",506,"2,023","1,573","2,046","9,069","11,221","2,930",17
2837,VA,Carroll County,"29,636","5,384","7,259",385,"2,038","1,834","2,529","9,672","1,683","4,605",17
2838,VA,Charles City,"6,941","1,052","1,708",75,496,449,616,"2,357","3,976",851,3
2839,VA,Charlotte County,"11,938","2,491","2,654",178,796,698,952,"3,740","3,816","2,264",6
2840,VA,Chesterfield County,"348,556","82,795","52,028","5,925","22,774","17,230","22,099","101,026","135,536","26,093",199
2841,VA,Clarke County,"14,523","2,888","3,068",206,986,859,"1,159","4,608","2,127",934,8
2842,VA,Craig County,"5,064",888,"1,185",63,352,313,428,"1,662",153,599,2
2843,VA,Culpeper County,"51,859","12,864","8,159",920,"3,333","2,585","3,353","14,923","15,514","4,375",29
2844,VA,Cumberland County,"9,809","1,900","2,199",135,667,576,785,"3,116","3,569","1,535",5
2845,VA,Dickenson County,"14,523","2,871","3,198",205,982,841,"1,142","4,576",372,"3,520",8
2846,VA,Dinwiddie County,"28,529","5,686","4,981",406,"1,951","1,561","2,039","8,826","10,939","3,486",16
2847,VA,Essex County,"10,919","2,028","2,530",145,749,658,900,"3,521","4,966","1,478",6
2848,VA,Fairfax County,"1,150,795","269,162","154,840","19,263","75,829","55,227","69,579","331,791","572,332","69,377",662
2849,VA,Fauquier County,"70,675","16,513","11,620","1,181","4,632","3,699","4,821","20,927","14,578","4,260",40
2850,VA,Floyd County,"15,795","3,112","3,604",222,"1,069",943,"1,289","5,031","1,142","1,922",9
2851,VA,Fluvanna County,"26,783","5,277","5,418",377,"1,822","1,509","2,020","8,373","5,884","1,749",15
2852,VA,Franklin County,"56,195","10,779","13,219",771,"3,823","3,405","4,672","18,062","7,222","8,390",32
2853,VA,Frederick County,"88,355","20,386","15,264","1,459","5,793","4,610","6,050","26,189","15,357","6,107",50
2854,VA,Giles County,"16,844","3,486","3,681",249,"1,127",970,"1,319","5,257",916,"2,064",9
2855,VA,Gloucester County,"37,349","7,479","7,118",535,"2,542","2,103","2,789","11,648","5,772","3,348",21
2856,VA,Goochland County,"23,244","4,119","5,191",294,"1,618","1,426","1,933","7,598","5,171","1,498",13
2857,VA,Grayson County,"15,631","2,612","3,832",186,"1,094",975,"1,341","5,175","1,660","2,686",9
2858,VA,Greene County,"19,779","4,731","3,432",338,"1,282","1,030","1,355","5,815","3,449","1,583",11
2859,VA,Greensville County,"11,627","2,016","1,755",144,825,604,765,"3,620","7,399","2,183",6
2860,VA,Halifax County,"34,120","6,921","8,313",495,"2,280","2,045","2,831","10,821","13,732","4,825",19
2861,VA,Hanover County,"107,239","23,572","19,032","1,687","7,134","5,785","7,612","32,442","17,456","5,509",61
2862,VA,Henrico County,"329,261","74,272","51,045","5,315","21,815","16,448","21,161","96,752","155,803","29,502",188
2863,VA,Henry County,"50,953","9,895","12,178",708,"3,451","3,086","4,248","16,338","15,474","10,068",29
2864,VA,Highland County,"2,210",290,760,20,158,163,236,797,66,280,1
2865,VA,Isle of Wight County,"36,953","7,681","7,075",549,"2,490","2,074","2,757","11,438","10,986","3,368",21
2866,VA,James City,"76,397","15,282","19,301","1,093","5,109","4,613","6,425","24,338","18,678","5,288",43
2867,VA,King and Queen County,"7,042","1,236","1,612",88,490,430,585,"2,300","2,417",858,4
2868,VA,King George County,"26,575","6,621","3,476",473,"1,717","1,258","1,583","7,525","7,065","1,786",15
2869,VA,King William County,"16,939","3,909","2,728",279,"1,114",870,"1,128","4,998","3,889","1,223",9
2870,VA,Lancaster County,"10,783","1,723","3,896",123,739,780,"1,148","3,772","3,583","1,306",6
2871,VA,Lee County,"23,541","4,412","5,026",315,"1,617","1,361","1,835","7,479","1,627","5,461",13
2872,VA,Loudoun County,"406,850","115,028","37,802","8,232","25,338","17,140","20,641","107,899","181,773","14,700",234
2873,VA,Louisa County,"36,778","7,407","7,284",530,"2,495","2,099","2,802","11,508","8,097","4,140",21
2874,VA,Lunenburg County,"12,086","2,243","2,697",160,830,708,962,"3,861","4,909","2,008",7
2875,VA,Madison County,"13,295","2,706","2,959",193,893,782,"1,066","4,192","2,060","1,330",7
2876,VA,Mathews County,"8,802","1,360","2,734",97,616,606,866,"3,040","1,294",812,5
2877,VA,Mecklenburg County,"30,650","5,681","7,858",406,"2,090","1,908","2,655","9,989","12,267","5,565",17
