,State,County,TotalPop,UnderEighteen,SixtyFivePlus,PedAshtma,AAshthma,COPD,HeartDisease,EverSmoker,NonWhite,Poverty,LC
800,IA,Butler County,"14,539","3,271","3,247",188,885,748,"1,075","4,731",510,"1,290",8
801,IA,Calhoun County,"9,699","2,083","2,225",119,598,503,726,"3,194",572,"1,023",5
802,IA,Carroll County,"20,154","4,939","4,095",284,"1,199",987,"1,398","6,363","1,080","1,576",11
803,IA,Cass County,"12,930","2,887","2,997",166,788,679,982,"4,229",628,"1,594",7
804,IA,Cedar County,"18,627","4,117","3,670",236,"1,147",932,"1,302","6,060",878,"1,391",11
805,IA,Cerro Gordo County,"42,647","8,819","9,286",507,"2,664","2,212","3,146","14,167","4,108","4,316",25
806,IA,Cherokee County,"11,321","2,468","2,721",142,694,610,886,"3,740",793,"1,032",6
807,IA,Chickasaw County,"11,964","2,815","2,485",162,721,604,856,"3,838",546,"1,019",7
808,IA,Clarke County,"9,423","2,430","1,743",139,552,439,612,"2,909","1,681","1,036",5
809,IA,Clay County,"16,134","3,652","3,344",210,983,802,"1,136","5,212","1,101","1,531",9
810,IA,Clayton County,"17,556","3,705","4,173",213,"1,087",956,"1,381","5,854",740,"1,627",10
811,IA,Clinton County,"46,518","10,602","9,160",610,"2,838","2,303","3,224","14,994","4,059","5,727",27
812,IA,Crawford County,"17,158","4,323","3,006",248,"1,016",776,"1,071","5,307","6,010","2,072",10
813,IA,Dallas County,"90,180","25,041","10,813","1,441","5,202","3,422","4,425","26,389","13,529","4,687",53
814,IA,Davis County,"9,017","2,647","1,613",152,503,398,558,"2,648",314,"1,130",5
815,IA,Decatur County,"7,890","1,727","1,584",99,485,369,522,"2,543",598,"1,458",4
816,IA,Delaware County,"17,069","4,031","3,292",232,"1,031",848,"1,182","5,457",629,"1,521",10
817,IA,Des Moines County,"39,138","8,806","8,150",506,"2,390","1,957","2,773","12,674","5,037","4,887",23
818,IA,Dickinson County,"17,153","3,288","4,485",189,"1,084",972,"1,428","5,875",750,"1,330",10
819,IA,Dubuque County,"96,854","22,037","17,409","1,268","5,924","4,505","6,214","30,919","9,060","10,555",57
820,IA,Emmet County,"9,253","1,911","1,979",109,578,471,669,"3,065","1,210",993,5
821,IA,Fayette County,"19,660","4,092","4,227",235,"1,226","1,012","1,436","6,513","1,277","2,203",11
822,IA,Floyd County,"15,761","3,640","3,437",209,953,802,"1,148","5,086","1,458","1,762",9
823,IA,Franklin County,"10,124","2,349","2,125",135,612,512,727,"3,261","1,570",984,6
824,IA,Fremont County,"6,993","1,567","1,584",90,426,368,529,"2,287",394,686,4
825,IA,Greene County,"8,981","2,078","1,983",119,542,461,662,"2,901",522,"1,073",5
826,IA,Grundy County,"12,304","2,818","2,569",162,747,614,872,"3,966",384,819,7
827,IA,Guthrie County,"10,720","2,401","2,407",138,654,562,806,"3,503",587,"1,198",6
828,IA,Hamilton County,"14,952","3,389","3,065",195,912,748,"1,056","4,834","1,723","1,230",8
829,IA,Hancock County,"10,712","2,325","2,407",133,659,558,801,"3,523",768,902,6
830,IA,Hardin County,"16,868","3,367","3,716",193,"1,063",883,"1,257","5,654","1,396","1,594",10
831,IA,Harrison County,"14,134","3,278","2,785",188,858,706,988,"4,543",569,"1,347",8
832,IA,Henry County,"20,067","4,334","3,806",249,"1,244",962,"1,338","6,518","2,425","2,020",11
833,IA,Howard County,"9,187","2,278","1,918",131,544,454,647,"2,895",327,921,5
834,IA,Humboldt County,"9,547","2,235","2,055",128,575,483,691,"3,068",688,911,5
835,IA,Ida County,"6,841","1,656","1,519",95,407,345,498,"2,178",328,693,4
836,IA,Iowa County,"16,141","3,758","3,061",216,980,790,"1,099","5,166",868,"1,177",9
837,IA,Jackson County,"19,432","4,331","4,061",249,"1,191",999,"1,411","6,338",905,"2,123",11
838,IA,Jasper County,"37,147","8,346","7,109",480,"2,277","1,805","2,515","11,979","2,527","3,633",22
839,IA,Jefferson County,"18,381","2,858","4,119",164,"1,221",951,"1,352","6,429","3,562","2,740",11
840,IA,Johnson County,"151,260","30,183","17,736","1,737","9,670","5,659","7,160","48,279","33,328","22,536",89
841,IA,Jones County,"20,744","4,439","4,273",255,"1,286","1,050","1,479","6,811","1,396","2,223",12
842,IA,Keokuk County,"10,225","2,346","2,192",135,620,520,742,"3,305",397,"1,258",6
843,IA,Kossuth County,"14,908","3,268","3,538",188,913,797,"1,156","4,913",844,"1,477",8
844,IA,Lee County,"34,055","7,297","6,917",420,"2,113","1,719","2,415","11,175","3,178","4,758",20
845,IA,Linn County,"225,909","52,510","35,702","3,022","13,782","9,969","13,425","71,163","32,676","20,652",134
846,IA,Louisa County,"11,169","2,526","2,065",145,684,536,742,"3,589","2,479","1,183",6
847,IA,Lucas County,"8,645","2,008","1,882",115,522,443,634,"2,790",338,"1,290",5
848,IA,Lyon County,"11,811","3,347","2,140",192,668,524,736,"3,513",545,806,7
849,IA,Madison County,"16,249","4,047","2,760",232,969,760,"1,037","5,071",829,"1,127",9
850,IA,Mahaska County,"22,000","5,266","4,027",303,"1,323","1,019","1,416","6,928","1,587","2,639",13
851,IA,Marion County,"33,407","7,892","5,957",454,"2,020","1,546","2,133","10,556","1,875","2,938",19
852,IA,Marshall County,"39,981","10,109","7,272",581,"2,362","1,845","2,565","12,395","12,009","4,340",23
853,IA,Mills County,"15,063","3,553","2,774",204,912,735,"1,016","4,803",915,"1,257",8
854,IA,Mitchell County,"10,569","2,496","2,236",143,635,532,758,"3,385",351,955,6
855,IA,Monona County,"8,679","1,916","2,136",110,529,467,683,"2,858",490,"1,171",5
856,IA,Monroe County,"7,790","1,848","1,555",106,469,384,541,"2,484",398,885,4
857,IA,Montgomery County,"10,003","2,274","2,144",130,608,514,731,"3,246",668,"1,360",5
858,IA,Muscatine County,"42,929","10,691","7,145",615,"2,558","1,930","2,634","13,313","10,116","4,973",25
859,IA,O'Brien County,"13,840","3,292","2,859",189,831,681,967,"4,408","1,096","1,231",8
860,IA,Osceola County,"6,040","1,441","1,299",82,362,309,441,"1,935",707,559,3
861,IA,Page County,"15,249","2,949","3,404",169,968,796,"1,137","5,142","1,409","1,858",9
862,IA,Palo Alto County,"8,929","2,037","1,958",117,541,449,644,"2,884",638,834,5
863,IA,Plymouth County,"25,095","6,272","4,611",361,"1,489","1,180","1,641","7,830","2,211","1,999",14
864,IA,Pocahontas County,"6,740","1,544","1,552",88,408,355,513,"2,193",484,731,4
865,IA,Polk County,"487,204","121,315","63,631","6,982","29,203","19,714","25,704","148,762","111,152","47,499",289
866,IA,Pottawattamie County,"93,533","22,030","16,335","1,268","5,669","4,343","5,959","29,594","11,737","10,760",55
867,IA,Poweshiek County,"18,699","3,643","3,887",209,"1,186",925,"1,307","6,240","1,663","1,795",11
868,IA,Ringgold County,"4,968","1,167","1,219",67,297,263,386,"1,607",256,684,2
869,IA,Sac County,"9,719","2,176","2,283",125,592,520,753,"3,187",518,"1,063",5
870,IA,Scott County,"173,283","41,080","28,142","2,364","10,501","7,756","10,505","54,424","35,262","21,030",102
871,IA,Shelby County,"11,578","2,603","2,618",149,705,614,881,"3,788",662,893,6
872,IA,Sioux County,"34,909","9,433","5,536",542,"2,018","1,445","1,973","10,431","4,738","2,069",20
873,IA,Story County,"98,105","16,245","11,812",935,"6,529","3,622","4,575","32,413","16,343","16,410",58
874,IA,Tama County,"16,904","4,075","3,335",234,"1,013",832,"1,168","5,366","3,354","1,896",10
875,IA,Taylor County,"6,191","1,455","1,369",83,372,312,449,"1,985",626,782,3
876,IA,Union County,"12,359","2,744","2,544",157,757,609,861,"4,005",771,"1,601",7
877,IA,Van Buren County,"7,020","1,601","1,576",92,426,366,526,"2,282",287,917,4
878,IA,Wapello County,"35,205","7,931","6,337",456,"2,160","1,650","2,274","11,280","6,530","5,032",20
879,IA,Warren County,"51,056","12,657","8,025",728,"3,052","2,248","3,033","15,804","3,087","3,502",30
880,IA,Washington County,"22,141","5,493","4,272",316,"1,314","1,054","1,481","6,935","2,094","1,905",13
881,IA,Wayne County,"6,401","1,625","1,416",93,375,321,464,"2,009",257,817,3
882,IA,Webster County,"36,277","7,884","6,654",453,"2,247","1,708","2,361","11,732","4,751","4,586",21
883,IA,Winnebago County,"10,518","2,319","2,263",133,645,531,757,"3,428",913,912,6
884,IA,Winneshiek County,"20,029","3,709","4,144",213,"1,288","1,014","1,423","6,777","1,000","1,755",11
885,IA,Woodbury County,"102,539","26,742","15,471","1,539","6,024","4,325","5,817","31,072","28,376","13,835",60
886,IA,Worth County,"7,453","1,540","1,531",88,467,383,537,"2,473",430,717,4
887,IA,Wright County,"12,690","3,040","2,884",174,757,648,939,"4,059","1,917","1,321",7
888,KS,Allen County,"12,444","2,790","2,577",213,937,723,998,"4,131","1,246","2,269",7
889,KS,Anderson County,"7,878","1,997","1,676",152,567,456,635,"2,536",431,"1,015",4
890,KS,Atchison County,"16,193","3,781","2,779",288,"1,218",864,"1,161","5,231","1,893","2,326",9
891,KS,Barber County,"4,472","1,024","1,027",78,331,275,386,"1,497",375,564,2
892,KS,Barton County,"26,111","6,207","5,018",473,"1,936","1,471","2,011","8,499","4,917","3,673",14
893,KS,Bourbon County,"14,653","3,764","2,889",287,"1,059",805,"1,111","4,643","1,501","2,261",8
894,KS,Brown County,"9,598","2,424","1,968",185,693,552,764,"3,090","1,646","1,264",5
895,KS,Butler County,"66,765","16,996","10,129","1,297","4,887","3,453","4,562","21,001","7,678","6,184",37
896,KS,Chase County,"2,629",525,661,40,202,167,237,911,236,254,1
897,KS,Chautauqua County,"3,309",658,885,50,253,218,312,"1,158",474,553,1
898,KS,Cherokee County,"20,015","4,610","3,863",351,"1,493","1,164","1,586","6,618","2,468","3,246",11
899,KS,Cheyenne County,"2,660",567,717,43,200,171,246,911,261,322,1
900,KS,Clark County,"2,005",483,440,36,147,115,161,652,320,254,1
901,KS,Clay County,"7,997","1,883","1,838",143,589,478,672,"2,639",486,839,4
902,KS,Cloud County,"8,729","1,952","1,885",149,657,511,710,"2,902",640,"1,320",4
903,KS,Coffey County,"8,233","1,796","1,766",137,621,498,689,"2,778",576,868,4
904,KS,Comanche County,"1,748",415,447,31,127,109,156,581,195,186,0
905,KS,Cowley County,"35,218","8,319","6,420",635,"2,631","1,920","2,605","11,395","7,328","5,109",19
906,KS,Crawford County,"39,019","8,490","6,055",648,"3,031","1,961","2,592","12,644","5,302","6,547",22
907,KS,Decatur County,"2,871",558,808,42,220,195,280,"1,015",178,378,1
908,KS,Dickinson County,"18,717","4,439","3,698",338,"1,385","1,075","1,474","6,123","1,775","2,006",10
909,KS,Doniphan County,"7,682","1,626","1,502",124,590,440,600,"2,575",751,955,4
910,KS,Douglas County,"121,436","22,089","14,954","1,686","10,021","5,609","7,115","40,143","26,320","19,181",68
911,KS,Edwards County,"2,849",665,606,50,210,171,237,946,684,317,1
912,KS,Elk County,"2,508",543,729,41,185,172,250,872,257,434,1
913,KS,Ellis County,"28,710","6,198","4,416",473,"2,238","1,431","1,889","9,303","3,061","3,303",16
914,KS,Ellsworth County,"6,196","1,137","1,297",86,492,371,509,"2,154",879,622,3
915,KS,Finney County,"36,611","11,038","4,034",842,"2,549","1,586","2,022","10,547","21,825","4,740",20
916,KS,Ford County,"33,888","10,213","3,792",779,"2,356","1,487","1,899","9,791","20,563","3,818",19
917,KS,Franklin County,"25,631","6,090","4,262",464,"1,909","1,402","1,870","8,305","2,300","2,337",14
918,KS,Geary County,"32,594","10,029","2,818",765,"2,309","1,112","1,371","8,889","14,322","3,263",18
919,KS,Gove County,"2,612",626,635,47,190,159,226,862,142,291,1
920,KS,Graham County,"2,492",484,684,36,191,167,240,880,303,307,1
921,KS,Grant County,"7,336","2,257","1,003",172,500,344,452,"2,131","3,693",788,4
922,KS,Gray County,"6,033","1,749",910,133,421,296,394,"1,804","1,136",447,3
923,KS,Greeley County,"1,227",319,254,24,88,68,95,389,264,135,0
924,KS,Greenwood County,"6,055","1,317","1,509",100,452,391,553,"2,074",520,861,3
925,KS,Hamilton County,"2,607",749,365,57,183,125,165,779,"1,024",365,1
926,KS,Harper County,"5,506","1,372","1,267",104,398,326,460,"1,788",571,766,3
927,KS,Harvey County,"34,210","8,242","6,682",629,"2,531","1,896","2,604","11,046","5,988","3,411",19
928,KS,Haskell County,"3,997","1,125",591,85,282,198,263,"1,211","1,365",413,2
929,KS,Hodgeman County,"1,818",413,436,31,134,114,161,613,233,210,1
930,KS,Jackson County,"13,280","3,308","2,530",252,966,753,"1,029","4,283","2,148","1,375",7
931,KS,Jefferson County,"18,975","4,328","3,538",330,"1,419","1,108","1,499","6,301","1,252","1,411",10
932,KS,Jewell County,"2,841",539,856,41,218,199,289,"1,016",142,420,1
933,KS,Johnson County,"597,555","145,643","86,723","11,120","44,566","30,438","39,885","189,480","121,136","32,334",336
934,KS,Kearny County,"3,943","1,142",612,87,275,191,256,"1,175","1,455",478,2
935,KS,Kingman County,"7,310","1,604","1,585",122,550,447,618,"2,469",530,786,4
936,KS,Kiowa County,"2,516",574,552,43,188,147,205,832,287,286,1
937,KS,Labette County,"19,964","4,792","3,812",365,"1,472","1,139","1,554","6,507","2,916","3,129",11
938,KS,Lane County,"1,560",345,367,26,116,98,138,530,193,159,0
939,KS,Leavenworth County,"81,352","19,284","11,779","1,472","6,125","4,159","5,441","25,996","17,116","7,925",46
940,KS,Lincoln County,"3,023",679,739,51,224,192,272,"1,025",198,375,1
941,KS,Linn County,"9,750","2,189","2,180",167,728,595,830,"3,274",654,"1,244",5
942,KS,Logan County,"2,844",685,592,52,209,162,225,924,273,253,1
943,KS,Lyon County,"33,406","7,439","5,075",567,"2,577","1,670","2,202","10,761","9,790","5,142",18
944,KS,McPherson County,"28,537","6,538","5,660",499,"2,141","1,622","2,226","9,383","2,393","2,881",16
945,KS,Marion County,"11,950","2,532","2,783",193,907,738,"1,034","4,070",913,"1,075",6
946,KS,Marshall County,"9,722","2,317","2,112",176,714,578,804,"3,199",536,"1,068",5
947,KS,Meade County,"4,146","1,061",799,81,299,231,317,"1,321",905,376,2
948,KS,Miami County,"33,680","8,257","5,631",630,"2,476","1,861","2,486","10,860","2,533","2,603",19
949,KS,Mitchell County,"6,150","1,433","1,450",109,455,368,521,"2,034",345,669,3
950,KS,Montgomery County,"32,120","7,635","6,389",582,"2,378","1,829","2,514","10,476","6,651","5,998",18
951,KS,Morris County,"5,521","1,132","1,365",86,420,355,501,"1,911",477,620,3
952,KS,Morton County,"2,667",647,541,49,195,156,214,871,777,286,1
953,KS,Nemaha County,"10,155","2,639","2,048",201,728,570,789,"3,226",512,898,5
954,KS,Neosho County,"15,951","3,929","3,164",299,"1,166",903,"1,243","5,151","1,604","2,271",8
955,KS,Ness County,"2,840",619,735,47,211,184,263,973,352,291,1
956,KS,Norton County,"5,430","1,040","1,112",79,426,325,444,"1,875",616,670,3
957,KS,Osage County,"15,941","3,724","3,163",284,"1,181",938,"1,283","5,267","1,109","1,953",9
958,KS,Osborne County,"3,475",710,868,54,265,222,314,"1,201",192,434,1
959,KS,Ottawa County,"5,802","1,312","1,183",100,434,344,473,"1,934",364,577,3
960,KS,Pawnee County,"6,562","1,079","1,377",82,533,407,555,"2,344","1,062",787,3
961,KS,Phillips County,"5,317","1,199","1,271",91,395,330,465,"1,788",333,646,2
962,KS,Pottawatomie County,"24,277","7,073","3,463",540,"1,696","1,158","1,529","7,205","2,444","1,907",13
963,KS,Pratt County,"9,378","2,313","1,895",176,687,522,723,"3,013","1,125","1,074",5
964,KS,Rawlins County,"2,508",526,700,40,189,165,239,868,266,316,1
965,KS,Reno County,"62,342","13,969","12,320","1,066","4,711","3,555","4,869","20,617","9,958","7,266",35
966,KS,Republic County,"4,664",968,"1,294",73,351,312,449,"1,624",235,502,2
967,KS,Rice County,"9,531","2,166","1,843",165,718,534,730,"3,130","1,587","1,221",5
968,KS,Riley County,"73,703","12,281","7,009",937,"6,305","2,941","3,575","24,091","17,323","13,273",41
969,KS,Rooks County,"5,013","1,117","1,113",85,375,304,424,"1,684",305,550,2
970,KS,Rush County,"3,093",646,768,49,234,199,281,"1,067",223,417,1
971,KS,Russell County,"6,907","1,494","1,689",114,519,437,617,"2,355",573,932,3
972,KS,Saline County,"54,401","12,589","9,756",961,"4,084","3,008","4,060","17,757","10,847","5,812",30
973,KS,Scott County,"4,897","1,319",948,100,347,266,367,"1,529","1,072",373,2
974,KS,Sedgwick County,"513,607","131,919","74,487","10,072","37,686","25,502","33,529","159,664","165,169","67,722",289
975,KS,Seward County,"21,780","6,909","2,130",527,"1,488",892,"1,122","6,095","15,367","3,216",12
976,KS,Shawnee County,"177,499","41,950","32,296","3,203","13,237","9,780","13,250","57,584","46,674","24,062",99
977,KS,Sheridan County,"2,533",637,584,48,182,151,213,822,193,297,1
978,KS,Sherman County,"5,899","1,403","1,137",107,438,329,451,"1,915",939,790,3
979,KS,Smith County,"3,603",734,997,56,273,242,348,"1,260",193,431,2
980,KS,Stafford County,"4,178",979,927,74,307,253,353,"1,387",693,549,2
981,KS,Stanton County,"1,987",519,350,39,143,105,143,623,807,223,1
982,KS,Stevens County,"5,559","1,607",884,122,386,282,378,"1,676","2,229",588,3
983,KS,Sumner County,"22,996","5,667","4,303",432,"1,684","1,286","1,752","7,410","2,436","3,016",12
984,KS,Thomas County,"7,711","1,802","1,362",137,581,407,550,"2,482",815,727,4
985,KS,Trego County,"2,793",500,740,38,218,190,269,"1,004",151,316,1
986,KS,Wabaunsee County,"6,899","1,612","1,381",123,510,409,560,"2,284",578,548,3
987,KS,Wallace County,"1,503",378,350,28,108,89,127,488,174,194,0
988,KS,Washington County,"5,420","1,211","1,298",92,404,337,475,"1,828",340,655,3
989,KS,Wichita County,"2,105",549,426,41,150,118,164,668,683,247,1
990,KS,Wilson County,"8,665","2,088","1,854",159,634,510,709,"2,838",723,"1,307",4
991,KS,Woodson County,"3,183",672,773,51,241,201,284,"1,091",228,502,1
992,KS,Wyandotte County,"165,324","46,051","20,281","3,516","11,843","7,634","9,833","49,497","98,310","30,035",93
993,KY,Adair County,"19,215","3,906","3,571",230,"1,743","1,926","2,027","7,756","1,313","4,269",17
994,KY,Allen County,"21,122","4,858","3,725",286,"1,859","2,074","2,173","8,251","1,100","3,601",18
995,KY,Anderson County,"22,663","5,335","3,572",314,"1,986","2,178","2,244","8,783","1,410","2,239",20
996,KY,Ballard County,"7,979","1,691","1,670",99,718,834,894,"3,200",615,"1,197",7
997,KY,Barren County,"44,176","10,386","7,818",612,"3,857","4,293","4,507","17,136","4,391","8,284",39
998,KY,Bath County,"12,383","3,111","2,080",183,"1,061","1,181","1,233","4,703",640,"2,495",10
999,KY,Bell County,"26,569","5,646","5,105",332,"2,389","2,703","2,861","10,625","1,588","7,998",23
1000,KY,Boone County,"131,533","34,210","17,804","2,016","11,121","11,720","11,882","49,162","16,417","8,371",116
1001,KY,Bourbon County,"20,184","4,634","3,815",273,"1,777","2,021","2,140","7,900","3,093","3,274",17
